a-fortiori aforsïori
appoint ap!ê
appointements ap!êtmâ
appointer ap!êté
appontement apôtmâ
apport apor
apporter aporté
apposer apozé
apposition apozisïô
apprendre aprâdr^
apprenti aprâti
apprentie aprâti
apprentissage aprâtisaj
apprivoisable apriv!azabl^
apprivoisement apriv!azmâ
apprivoiser apriv!azé
approbateur aprobater
approbatif aprobatif
approbation aprobasïô
approbative aprobativ
approbatrice aprobatris
approchable apro/abl^
approchant apro/â
approchante apro/ât
approche apro/
approcher apro/é
approché apro/é
approchée apro/é
approfondir aprofôdir
approfondissement aprofôdismâ
appropriation apropriïasïô
approprier apropriïé
approuver apruvé
approvisionnement aprovizïonmâ
approvisionner aprovizïoné
approximatif aproksimatif
approximation aproksimasïô
approximative aproksimativ
approximativement aproksimativmâ
appréciable aprésïabl^
appréciation aprésïasïô
apprécier aprésïé
appréhender apréâdé
appréhension apréâsïô
apprêt apr%
apprêter aprété
apprêté aprété
apprêtée aprété
appui ap%i
appui-tête ap%it%t
appuie-tête ap%it%t
appuyer ap%iïé
appât apa
appâter apaté
appétence apétâs
appétissant apétisâ
appétissante apétisât
appétit apéti
aprioriste apriïorist^
après apr%
après-demain apr%dmê
après-guerre apr%g%r
après-midi apr%midi
après-ski apr%ski
apte apt^
aptitude aptityd
aptère apt%r
apurer apyré
apéritif apéritif
apéritive apéritiv
apôtre apotr^
aquarelle ak!ar%l
aquarelliste ak!arélist^
aquarium ak!arïom
aquatinte ak!atêt
aquatique ak!atik
aqueduc akdyk
aqueuse akEz
aqueux akE
aquilin akilê
aquilon akilô
arabe arab
arabesque arab%sk^
arabisant arabizâ
arabisante arabizât
arabisation arabizasïô
arabiser arabizé
arable arabl^
arachide ara/id
arachnides araknid
arachnéen araknéê
arachnéenne arakné%n
araignée ar%Né
aratoire arat!ar
arbalète arbal%t
arbitrage arbitraj
arbitraire arbitr%r
arbitrairement arbitr%rmâ
arbitral arbitral
arbitrale arbitral
arbitraux arbitro
arbitre arbitr^
arbitrer arbitré
arborer arboré
arborescence arborésâs
arborescent arborésâ
arborescente arborésât
arboriculteur arborikylter
arboricultrice arborikyltris
arboriculture arborikyltyr
arborisation arborizasïô
arbre arbr^
arbrisseau arbriso
arbuste arbyst^
arc ark
arc-boutant arkbutâ
arc-bouter arkbuté
arc-en-ciel arkâsï%l
arcade arkad
arcanes arkan
arceau arso
archange arkâj
archaïque arkaik
archaïsant arkaizâ
archaïsante arkaizât
archaïsme arkaism^
arche ar/^
archer ar/é
archet ar/%
archevêché ar/^vé/é
archevêque ar/^v%k
archiduc ar/idyk
archimandrite ar/imâdrit
archipel ar/ip%l
architecte ar/it%kt^
architectonique ar/it%ktonik
architectural ar/it%ktyral
architecturale ar/it%ktyral
architecturaux ar/it%ktyro
architecture ar/it%ktyr
architecturer ar/it%ktyré
architrave ar/itrav
archives ar/iv
archiviste ar/ivist^
archiépiscopal ar/iépiskopal
archiépiscopale ar/iépiskopal
archiépiscopaux ar/iépiskopo
archéologie arkéoloji
archéologique arkéolojik
archéologue arkéolog
archétype arkétip
arctique arktik
ardemment ardamâ
ardent ardâ
ardente ardât
ardeur arder
ardillon ardiïô
ardoise ard!az
ardu ardy
ardue ardy
are ar
areligieuse ar^lijïEz
areligieux ar^lijïE
argent arjâ
argenterie arjâtri
argentier arjâtïé
argentin arjâtê
argentine arjâtin
argenté arjâté
argentée arjâté
argile arjil
argileuse arjilEz
argileux arjilE
argon argô
argot argo
argotique argotik
arguer arg%é
argument argymâ
argumentation argymâtasïô
argumenter argymâté
argus argys
argutie argysi
aride arid
aridité aridité
ariette arï%t
aristocrate aristokrat
aristocratie aristokrasi
aristocratique aristokratik
arithmétique aritmétik
arlequin arl^kê
arlequine arl^kin
armagnac armaNak
armateur armater
armature armatyr
arme arm^
armement arm^mâ
armer armé
armistice armistis
armoire arm!ar
armoiries arm!ari
armorié armorïé
armoriée armorïé
armure armyr
armurerie armyrri
armurier armyrïé
armé armé
armée armé
arnaquer arnaké
arnica arnika
aromate aromat
aromatique aromatik
aromatiser aromatizé
arome arom
arpent arpâ
arpentage arpâtaj
arpenter arpâté
arpenteur arpâter
arpette arp%t
arpion arpïô
arpège arp%j
arpète arp%t
arpégé arpéjé
arpégée arpéjé
arquebuse ark^byz
arquebusier ark^byzïé
arquer arké
arqué arké
arquée arké
arrachage ara/aj
arrache-pied ara/pïé
arrachement ara/mâ
arracher ara/é
arracheur ara/er
arraisonnement ar%zonmâ
arraisonner ar%zoné
arrangeant arâjâ
arrangeante arâjât
arrangement arâjmâ
arranger arâjé
arrangeur arâjer
arrestation ar%stasïô
arrhes ar
arrimer arimé
arrivage arivaj
arrivant arivâ
arrivante arivât
arriver arivé
arrivisme arivism^
arriviste arivist^
arrivé arivé
arrivée arivé
arrière arï%r
arrière-boutique arï%rbutik
arrière-garde arï%rgard^
arrière-goût arï%rgu
arrière-grand-mère arï%rgrâm%r
arrière-grand-père arï%rgrâp%r
arrière-pays arï%rpéi
arrière-pensée arï%rpâsé
arrière-petit-fils arï%rp^tifis
arrière-petite-fille arï%rp^titfiï
arrière-plan arï%rplâ
arrière-saison arï%rs%zô
arrière-train arï%rtrê
arriération arïérasïô
arriéré arïéré
arriérée arïéré
arrogance arogâs
arrogant arogâ
arrogante arogât
arroger arojé
arrondi arôdi
arrondie arôdi
arrondir arôdir
arrondissement arôdismâ
arrosage arozaj
arroser arozé
arroseuse arozEz
arrosoir aroz!ar
arrosé arozé
arrosée arozé
arrérages aréraj
arrêt ar%
arrêter arété
arrêté arété
arrêtée arété
arsenal ars^nal
arsenaux ars^no
arsenic ars^nik
arsouille arsuï
art ar
arthrite artrit
arthritique artritik
arthritisme artritism^
arthropodes artropod
arthrose artroz
artichaut arti/o
article artikl^
articulaire artikyl%r
articulation artikylasïô
articuler artikylé
articulé artikylé
articulée artikylé
artifice artifis
artificiel artifisï%l
artificielle artifisï%l
artificiellement artifisï%lmâ
artificier artifisïé
artificieuse artifisïEz
artificieux artifisïE
artillerie artiïri
artilleur artiïer
artisan artizâ
artisanal artizanal
artisanale artizanal
artisanalement artizanalmâ
artisanat artizana
artisanaux artizano
artisane artizan
artiste artist^
artistement artist^mâ
artistique artistik
artistiquement artistikmâ
artère art%r
artériel artérï%l
artérielle artérï%l
artériosclérose artérïoskléroz
arum arom
aruspice aryspis
aryen arïê
aryenne arï%n
arçon arsô
arène ar%n
aréopage aréopaj
arête ar%t
arôme arom
as as
ascendance asâdâs
ascendant asâdâ
ascendante asâdât
ascenseur asâser
ascension asâsïô
ascensionner asâsïoné
ascensionniste asâsïonist^
ascèse as%z
ascète as%t
ascétique asétik
ascétisme asétism^
asepsie as%psi
aseptique as%ptik
aseptiser as%ptizé
asexué as%ks%é
asexuée as%ks%é
asiatique azïatik
asile azil
asocial asosïal
asociale asosïal
asociaux asosïo
aspect asp%
asperge asp%rj^
asperger asp%rjé
aspersion asp%rsïô
asphalte asfalt^
asphalter asfalté
asphyxiant asfiksïâ
asphyxiante asfiksïât
asphyxie asfiksi
asphyxier asfiksïé
asphyxié asfiksïé
asphyxiée asfiksïé
aspic aspik
aspirant aspirâ
aspirateur aspirater
aspiration aspirasïô
aspirer aspiré
aspirine aspirin
aspiré aspiré
aspirée aspiré
aspérité aspérité
assagir asajir
assagissement asajismâ
assaillant asaïâ
assaillante asaïât
assaillir asaïir
assainir asénir
assainissement asénismâ
assaisonnement as%zonmâ
assaisonner as%zoné
assassin asasê
assassinat asasina
assassine asasin
assassiner asasiné
assaut aso
assemblage asâblaj
assembler asâblé
assemblée asâblé
assener aséné
assentiment asâtimâ
asseoir as!ar
assermenté as%rmâté
assermentée as%rmâté
assertion as%rsïô
asservir as%rvir
asservissement as%rvismâ
assesseur as%ser
assez asé
assidu asidy
assidue asidy
assiduité asid%ité
assidûment asidymâ
assiette asï%t
assiettée asïété
assignat asiNa
assignation asiNasïô
assigner asiNé
assimilable asimilabl^
assimilation asimilasïô
assimiler asimilé
assimilé asimilé
assimilée asimilé
assis asi
assise asiz
assises asiz
assistance asistâs
assistant asistâ
assistante asistât
assister asisté
assiégeant asïéjâ
assiégeante asïéjât
assiéger asïéjé
assiégé asïéjé
assiégée asïéjé
associatif asosïatif
association asosïasïô
associative asosïativ
associer asosïé
associé asosïé
associée asosïé
assoiffé as!afé
assoiffée as!afé
assolement asolmâ
assombrir asôbrir
assombrissement asôbrismâ
assommant asomâ
assommante asomât
assommer asomé
assomption asôpsïô
assonance asonâs
assonancé asonâsé
assonancée asonâsé
assorti asorti
assortie asorti
assortiment asortimâ
assortir asortir
assoupir asupir
assoupissement asupismâ
assouplir asuplir
assouplissement asuplismâ
assourdir asurdir
assourdissant asurdisâ
assourdissante asurdisât
assourdissement asurdismâ
assouvir asuvir
assouvissement asuvismâ
assujettir asyjétir
assujettissant asyjétisâ
assujettissante asyjétisât
assujettissement asyjétismâ
assumer asymé
assurance asyrâs
assurer asyré
assureur asyrer
assuré asyré
assurée asyré
assurément asyrémâ
assèchement as%/mâ
assécher asé/é
asthmatique asmatik
asthme asm^
asthénie asténi
asthénique asténik
asti asti
asticot astiko
asticoter astikoté
astigmate astigmat
astiquage astikaj
astiquer astiké
astragale astragal
astrakan astrakâ
astral astral
astrale astral
astraux astro
astre astr^
astreignant astr%Nâ
astreignante astr%Nât
astreindre astrêdr^
astringent astrêjâ
astringente astrêjât
astrologie astroloji
astrologique astrolojik
astrologue astrolog
astronaute astronot
astronautique astronotik
astronome astronom
astronomie astronomi
astronomique astronomik
astrophysique astrofizik
astuce astys
astucieuse astysïEz
astucieusement astysïEzmâ
astucieux astysïE
astérisque astérisk^
astéroïde astéroid
asymétrie asimétri
asymétrique asimétrik
atavique atavik
atavisme atavism^
atelier at^lïé
atermoiement at%rm!amâ
atermoyer at%rm!aïé
athlète atl%t
athlétique atlétik
athlétisme atlétism^
athée até
athéisme atéism^
atlantique atlâtik
atlas atlas
atmosphère atmosf%r
atmosphérique atmosférik
atoll atol
atome atom
atomique atomik
atomiser atomizé
atomiseur atomiser
atomiste atomist^
atomisé atomizé
atomisée atomizé
atone aton
atonie atoni
atours atur
atout atu
atrabilaire atrabil%r
atrium atriïom
atroce atros
atrocement atrosmâ
atrocité atrosité
atrophie atrofi
atrophier atrofïé
atrophié atrofïé
atrophiée atrofïé
attabler atablé
attachant ata/â
attachante ata/ât
attache ata/
attachement ata/mâ
attacher ata/é
attaché ata/é
attachée ata/é
attaquant atakâ
attaquante atakât
attaque atak
attaquer ataké
attarder atardé
attardé atardé
attardée atardé
atteindre atêdr^
atteint atê
atteinte atêt
attelage atlaj
atteler atlé
attenant atnâ
attenante atnât
attendre atâdr^
attendrir atâdrir
attendrissant atâdrisâ
attendrissante atâdrisât
attendrissement atâdrismâ
attendrisseur atâdriser
attendu atâdy
attendue atâdy
attentat atâta
attentatoire atâtat!ar
attente atât
attenter atâté
attentif atâtif
attention atâsïô
attentionné atâsïoné
attentionnée atâsïoné
attentisme atâtism^
attentiste atâtist^
attentive atâtiv
attentivement atâtivmâ
atterrer atéré
atterrir atérir
atterrissage atérisaj
attestation at%stasïô
attester at%sté
attifer atifé
attiger atijé
attique atik
attirail atiraï
attirance atirâs
attirant atirâ
attirante atirât
attirer atiré
attiser atizé
attitré atitré
attitrée atitré
attitude atityd
attiédir atïédir
attiédissement atïédismâ
attouchement atu/mâ
attractif atraktif
attraction atraksïô
attractive atraktiv
attrait atr%
attrapade atrapad
attrape atrap
attrape-nigaud atrapnigo
attraper atrapé
attrayant atr%ïâ
attrayante atr%ïât
attribuable atrib%abl^
attribuer atrib%é
attribut atriby
attribution atribysïô
attristant atristâ
attristante atristât
attrister atristé
attroupement atrupmâ
attrouper atrupé
atténuant atén%â
atténuante atén%ât
atténuation atén%asïô
atténuer atén%é
au o
au-dedans od^dâ
au-dehors od^or
au-delà odla
au-dessous od^su
au-dessus od^sy
au-devant od^vâ
au-deça od^sa
aubade obad
aubaine ob%n
aube ob
auberge ob%rj^
aubergine ob%rjin
aubergiste ob%rjist^
aubépine obépin
aucun okû
aucune okyn
aucunement okynmâ
audace odas
audacieuse odasïEz
audacieusement odasïEzmâ
audacieux odasïE
audibilité odibilité
audible odibl^
audience odïâs
audio-visuel odïoviz%%l
audio-visuelle odïoviz%%l
audiophone odïofon
auditeur oditer
auditif oditif
audition odisïô
auditionner odisïoné
auditive oditiv
auditoire odit!ar
auditorium oditorïom
auditrice oditris
auge oj
augmentation ogmâtasïô
augmenter ogmâté
augure ogyr
augurer ogyré
auguste ogyst^
aujourd'hui ojurd%i
aulne on
aulx o
aumône omon
aumônier omonïé
aune on
auparavant oparavâ
auprès opr%
auquel ok%l
aura ora
auriculaire orikyl%r
aurifère orif%r
aurochs orok
aurore oror
auréole oréol
auréoler oréolé
auréomycine oréomisin
auscultation oskyltasïô
ausculter oskylté
auspice ospis
aussi osi
aussitôt osito
austral ostral
australe ostral
australs ostral
austère ost%r
austèrement ost%rmâ
austérité ostérité
autant otâ
autarcie otarsi
autel ot%l
auteur oter
authenticité otâtisité
authentification otâtifikasïô
authentifier otâtifïé
authentique otâtik
authentiquement otâtikmâ
authentiquer otâtiké
autisme otism^
auto-accusation otoakysasïô
auto-allumage otoalymaj
auto-stop otostop
auto-stoppeur otostoper
auto-stoppeuse otostopEz
auto-école otoékol
autoberge otob%rj^
autobiographie otobïografi
autobiographique otobïografik
autobus otobys
autocar otokar
autochenille oto/niï
autochtone otokton
autoclave otoklav
autocrate otokrat
autocratie otokrasi
autocratique otokratik
autocritique otokritik
autocuiseur otok%izer
autodafé otodafé
autodestruction otod%stryksïô
autodidacte otodidakt^
autodrome otodrom
autodéfense otodéfâs
autodétermination otodét%rminasïô
autofinancement otofinâsmâ
autogestion otoj%stïô
autographe otograf
automate otomat
automation otomasïô
automatique otomatik
automatiquement otomatikmâ
automatisation otomatizasïô
automatiser otomatizé
automatisme otomatism^
automitrailleuse otomitraïEz
automnal otomnal
automnale otomnal
automnaux otomno
automne oton
automobile otomobil
automobilisme otomobilism^
automobiliste otomobilist^
automoteur otomoter
automotrice otomotris
autonome otonom
autonomie otonomi
autonomiste otonomist^
autopompe otopôp
autopropulsé otopropylsé
autopropulsée otopropylsé
autopsie otopsi
autorail otoraï
autorisation otorizasïô
autoriser otorizé
autorisé otorizé
autorisée otorizé
autoritaire otorit%r
autorité otorité
autoroute otorut
autosuggestion otosygj%stïô
autour otur
autre otr^
autrefois otr^f!a
autrement otr^mâ
autruche otry/
autrui otr%i
auvent ovâ
aux o
auxiliaire oksilï%r
avachi ava/i
avachie ava/i
avachir ava/ir
avachissement ava/ismâ
aval aval
avalanche avalâ/
avaler avalé
avaleur avaler
avaliser avalizé
avance avâs
avancement avâsmâ
avancer avâsé
avancé avâsé
avancée avâsé
avanie avani
avant avâ
avant-bras avâbra
avant-coureur avâkurer
avant-dernier avâd%rnïé
avant-dernière avâd%rnï%r
avant-garde avâgard^
avant-goût avâgu
avant-guerre avâg%r
avant-hier avâtï%r
avant-poste avâpost^
avant-première avâpr^mï%r
avant-projet avâproj%
avant-propos avâpropo
avant-scène avâs%n
avant-train avâtrê
avant-veille avâv%ï
avantage avâtaj
avantager avâtajé
avantageuse avâtajEz
avantageusement avâtajEzmâ
avantageux avâtajE
avare avar
avarice avaris
avaricieuse avarisïEz
avaricieux avarisïE
avarie avari
avarié avarïé
avariée avarïé
avatar avatar
ave avé
avec av%k
aveline avlin
aven av%n
avenant avnâ
avenante avnât
avenir avnir
aventure avâtyr
aventurer avâtyré
aventureuse avâtyrEz
aventureusement avâtyrEzmâ
aventureux avâtyrE
aventurier avâtyrïé
aventurière avâtyrï%r
aventuré avâtyré
aventurée avâtyré
avenu avny
avenue avny
averse av%rs^
aversion av%rsïô
averti av%rti
avertie av%rti
avertir av%rtir
avertissement av%rtismâ
avertisseur av%rtiser
avertisseuse av%rtisEz
aveu avE
aveuglant aveglâ
aveuglante aveglât
aveugle avegl^
aveuglement avegl^mâ
aveugler aveglé
aveuglette avegl%t
aveuglément aveglémâ
aviateur avïater
aviation avïasïô
aviatrice avïatris
aviculteur avikylter
avicultrice avikyltris
aviculture avikyltyr
avide avid
avidement avidmâ
avidité avidité
avilir avilir
avilissant avilisâ
avilissante avilisât
avilissement avilismâ
aviné aviné
avinée aviné
avion avïô
aviron avirô
avis avi
aviser avizé
aviso avizo
